2026-04-09T16:06:05.756058Z  INFO semver_analyzer::orchestrator: Running dep repo build command command=source ~/.nvm/nvm.sh && nvm exec "20.11.0" bash -c 'export NODE_ENV=development && yarn install && npx gulp buildPatternfly' worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.856721Z  WARN semver_analyzer::orchestrator: Dep repo build failed exit_code=Some(1) stderr=error This project's package.json defines "packageManager": "yarn@4.10.3". However the current global version of Yarn is 1.22.22.

Presence of the "packageManager" field indicates that the project is meant to be used with Corepack, a tool included by default with all official Node.js distributions starting from 16.9 and 14.19.
Corepack must currently be enabled by running corepack enable in your terminal. For more information, check out https://yarnpkg.com/corepack.
2026-04-09T16:06:06.856809Z  INFO semver_analyzer::orchestrator: Created dep repo worktree for CSS extraction dep_repo=/tmp/semver-pipeline-v2/repos/patternfly dep_ref=v6.4.0 worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.877152Z  INFO semver_analyzer::orchestrator: Detected removed CSS component blocks between dep-repo versions count=8 blocks=["AppLauncher", "Chip", "ContextSelector", "Dropdown", "LogViewer", "NotificationBadge", "OptionsMenu", "Select"]
2026-04-09T16:06:06.880394Z  INFO semver_analyzer_ts::css_profile: CSS profiles extracted from dir profiles=0
2026-04-09T16:09:10.813129Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list_m_compact__cell_cell_PaddingTop new=c_data_list_m_compact__cell_cell_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.813142Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_data_list_m_compact__cell_cell_MarginRight new=c_data_list_m_compact__cell_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.813153Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_description_list__text_m_help_text_TextDecorationColor new=c_description_list__text_m_help_text_TextDecorationStyle jaccard=0.75
2026-04-09T16:09:10.813165Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_description_list__text_m_help_text_TextDecorationThickness new=c_description_list__text_m_help_text_TextDecorationLine jaccard=0.75
2026-04-09T16:09:10.813178Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_description_list__text_m_help_text_TextDecorationOffset new=c_description_list__text_m_help_text_TextUnderlineOffset jaccard=0.75
2026-04-09T16:09:10.813188Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_drawer_m_inline__splitter_handle_Left new=c_drawer_m_inline__splitter_handle_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.813199Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_drawer_m_panel_left_m_inline__panel_PaddingRight new=c_drawer_m_panel_left_m_inline__panel_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.813211Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_drawer_m_panel_bottom_m_inline__panel_PaddingTop new=c_drawer_m_panel_bottom_m_inline__panel_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.813222Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_dual_list_selector__draggable_item_PaddingLeft new=c_dual_list_selector__draggable_item_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813236Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_dual_list_selector__item_toggle_PaddingTop new=c_dual_list_selector__list__list__item_toggle_InsetInlineStart jaccard=0.75
2026-04-09T16:09:10.813266Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_dual_list_selector__item_check_MarginRight new=c_dual_list_selector__item_check_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.813277Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_dual_list_selector__item_count_Marginleft new=c_dual_list_selector__item_count_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.813288Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_empty_state_m_xs__icon_MarginBottom new=c_empty_state_m_xs__icon_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813298Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_empty_state_m_xl__icon_MarginBottom new=c_empty_state_m_xl__icon_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813309Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_empty_state_m_xs__body_MarginTop new=c_empty_state_m_xs__body_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.813321Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_empty_state_m_xl__body_MarginTop new=c_empty_state_m_xl__body_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.813332Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_empty_state_m_xs__footer_MarginTop new=c_empty_state_m_xs__footer_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.813343Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_expandable_section_m_display_lg_BoxShadow new=c_expandable_section_m_display_lg_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813357Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_expandable_section_m_indented__content_PaddingLeft new=c_expandable_section_m_indented__content_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813368Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__group_control__helper_text_MarginBottom new=c_form__group_control__helper_text_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813379Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group__field_group_field_group__field_group_toggle_after_BorderTopWidth new=c_form__field_group__field_group_field_group__field_group_toggle_after_BorderBlockStartWidth jaccard=0.75
2026-04-09T16:09:10.813390Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_toggle_button_MarginTop new=c_form__field_group_toggle_button_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813401Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_toggle_button_MarginBottom new=c_form__field_group_toggle_button_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813413Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_toggle_icon_Transition new=c_form__field_group_toggle_icon_TransitionTimingFunction jaccard=0.75
2026-04-09T16:09:10.813424Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group__field_group_field_group__field_group_header_after_BorderTopWidth new=c_form__field_group__field_group_field_group__field_group_header_after_BorderBlockStartWidth jaccard=0.75
2026-04-09T16:09:10.813435Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_header_description_MarginTop new=c_form__field_group_header_description_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.813447Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_header_actions_MarginTop new=c_form__field_group_header_actions_MarginInlineStart jaccard=0.75
2026-04-09T16:09:10.813458Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_header_actions_MarginBottom new=c_form__field_group_header_actions_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.813471Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form__field_group_header_actions_MarginLeft new=c_form__field_group_header_actions_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813481Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_expanded_after_BorderBottomWidth new=c_form_control_m_expanded_after_BorderColor jaccard=0.75
2026-04-09T16:09:10.813494Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_expanded_after_BorderBottomColor new=c_form_control_m_expanded_after_BorderWidth jaccard=0.75
2026-04-09T16:09:10.813504Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_success_after_BorderBottomWidth new=c_form_control_m_success_after_BorderColor jaccard=0.75
2026-04-09T16:09:10.813516Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_success_after_BorderBottomColor new=c_form_control_m_success_after_BorderWidth jaccard=0.75
2026-04-09T16:09:10.813527Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_warning_after_BorderBottomWidth new=c_form_control_m_warning_after_BorderColor jaccard=0.75
2026-04-09T16:09:10.813539Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_warning_after_BorderBottomColor new=c_form_control_m_warning_after_BorderWidth jaccard=0.75
2026-04-09T16:09:10.813550Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_error_after_BorderBottomWidth new=c_form_control_m_error_after_BorderColor jaccard=0.75
2026-04-09T16:09:10.813562Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_form_control_m_error_after_BorderBottomColor new=c_form_control_m_error_after_BorderWidth jaccard=0.75
2026-04-09T16:09:10.813572Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_helper_text__item_text_m_warning_Color new=c_helper_text__item_text_m_warning_FontWeight jaccard=0.75
2026-04-09T16:09:10.813583Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_helper_text__item_text_m_success_Color new=c_helper_text__item_text_m_success_FontWeight jaccard=0.75
2026-04-09T16:09:10.813594Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_helper_text__item_text_m_error_Color new=c_helper_text__item_text_m_error_FontWeight jaccard=0.75
2026-04-09T16:09:10.813605Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_inline_edit__group_m_footer_MarginTop new=c_inline_edit__group_m_footer_MarginBlockStart jaccard=0.75
2026-04-09T16:09:10.813616Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_input_group__item_m_box_PaddingRight new=c_input_group__item_m_box_BorderInlineEndColor jaccard=0.75
2026-04-09T16:09:10.813629Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_input_group__item_m_box_PaddingLeft new=c_input_group__item_m_box_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813642Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_input_group__item_m_box_BorderTopColor new=c_input_group__item_m_box_BorderBlockStartColor jaccard=0.75
2026-04-09T16:09:10.813658Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_input_group__item_m_box_BorderRightColor new=c_input_group__item_m_box_BorderBlockEndColor jaccard=0.75
2026-04-09T16:09:10.813670Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_input_group__item_m_box_BorderBottomColor new=c_input_group__item_m_box_BorderRadius jaccard=0.75
2026-04-09T16:09:10.813686Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_input_group__item_m_box_BorderLeftColor new=c_input_group__item_m_box_BorderInlineStartColor jaccard=0.75
2026-04-09T16:09:10.813699Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_jump_links_m_vertical__list_PaddingTop new=c_jump_links_m_vertical__list_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813712Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_jump_links_m_vertical__list_PaddingRight new=c_jump_links_m_vertical__list_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.813724Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_jump_links_m_vertical__list_PaddingBottom new=c_jump_links_m_vertical__list_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.813737Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_jump_links_m_vertical__list_PaddingLeft new=c_jump_links_m_vertical__list_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813751Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_jump_links_m_expanded__toggle_MarginBottom new=c_jump_links_m_expanded__toggle_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813762Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_label_group_m_vertical_m_category_PaddingRight new=c_label_group_m_vertical_m_category_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.813773Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_label_m_outline_m_blue__content_before_BorderColor new=c_label_m_blue_m_outline_BorderColor jaccard=0.75
2026-04-09T16:09:10.813784Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_label_m_outline_m_green__content_before_BorderColor new=c_label_m_green_m_outline_BorderColor jaccard=0.75
2026-04-09T16:09:10.813795Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_label_m_outline_m_orange__content_before_BorderColor new=c_label_m_orange_m_outline_BorderColor jaccard=0.75
2026-04-09T16:09:10.813806Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_label_m_outline_m_red__content_before_BorderColor new=c_label_m_red_m_outline_BorderColor jaccard=0.75
2026-04-09T16:09:10.813817Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_label_m_outline_m_purple__content_before_BorderColor new=c_label_m_purple_m_outline_BorderColor jaccard=0.75
2026-04-09T16:09:10.813827Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_list_m_icon_lg__item_icon_MarginRight new=c_list_m_icon_lg__item_icon_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.813838Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_header_desc_md_MarginBottom new=c_login__main_header_desc_md_MarginBlockEnd jaccard=0.75
2026-04-09T16:09:10.813849Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_footer_band_item_PaddingTop new=c_login__main_footer_band_item_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.813862Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_masthead_m_display_stack__main_Order new=c_masthead_m_display_stack__brand_Order jaccard=0.75
2026-04-09T16:09:10.813877Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_masthead_m_display_stack__toggle_GridColumn new=c_masthead_m_display_stack__brand_GridColumn jaccard=0.75
2026-04-09T16:09:10.813889Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_masthead_m_display_inline__main_Order new=c_masthead_m_display_inline__brand_Order jaccard=0.75
2026-04-09T16:09:10.813904Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__item_OutlineOffset new=c_menu_OutlineOffset jaccard=0.75
2026-04-09T16:09:10.813928Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle_m_plain_hover_Color new=c_menu_toggle_m_plain_hover_BorderWidth jaccard=0.75
2026-04-09T16:09:10.813940Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle_m_plain_m_expanded_Color new=c_menu_toggle_m_plain_expanded_BorderWidth jaccard=0.75
2026-04-09T16:09:10.813957Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle_m_full_height_PaddingRight new=c_menu_toggle_m_full_height_PaddingInlineEnd jaccard=0.75
2026-04-09T16:09:10.813969Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle_m_full_height_PaddingLeft new=c_menu_toggle_m_full_height_PaddingInlineStart jaccard=0.75
2026-04-09T16:09:10.813984Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box_m_align_top_MarginTop new=c_modal_box_m_align_top_InsetBlockStart jaccard=0.75
2026-04-09T16:09:10.813995Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__body_last_child_PaddingBottom new=c_modal_box__body_last_child_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.814006Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__footer_c_button_sm_MarginRight new=c_modal_box__footer_c_button_sm_MarginInlineEnd jaccard=0.75
2026-04-09T16:09:10.814016Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_multiple_file_upload__status_item_PaddingTop new=c_multiple_file_upload__status_item_PaddingBlockStart jaccard=0.75
2026-04-09T16:09:10.814027Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_multiple_file_upload__status_item_PaddingBottom new=c_multiple_file_upload__status_item_PaddingBlockEnd jaccard=0.75
2026-04-09T16:09:10.814039Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav_m_light__link_m_current_Color new=c_nav__link_m_current_TransitionTimingFunction_color jaccard=0.75
2026-04-09T16:09:10.814052Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__link_FontWeight new=c_nav_FontWeight jaccard=0.75
